Name,Authors,Summary,Rating,Learners,Picture,Link,Category
Основы Linux,Антон Ларичев,"Linux является основой, без которой невозможно представить работу с современным стеком технологий. Всё больше организаций внедряют в свою работу облачные решения, контейнеризацию и оркестрацию, работа которых невозможна без Linux.",4.8,321,https://cdn.stepik.net/media/cache/images/courses/179348/cover_flt2Jz3/009e911e35af2f90f53954aff75f0433.jpg,https://stepik.org/course/179348?search=7087465400,Языки программирования
"Полный Курс Python 3: от Новичка до Мастера (Питон, Пайтон)",Влад Бурмистров,Для начинающих и не только! Базовый + Продвинутый Курс Python. Начните с нуля и пройдите путь до специалиста по Python. 🔥Оперативная поддержка автора!🔥,4.8,2800,https://cdn.stepik.net/media/cache/images/courses/130664/cover_XXA0Mbi/f133148139c16ceb3493730333b15b07.png,https://stepik.org/course/130664?search=7087465401,Языки программирования
Игра на Vue.js,Исмаил Усеинов,"Создадим игру на Vue.js от начала разработки интерфейса до реализации алгоритмов на JavaScript и разместим её в каталоге приложений ВК. Напишем интерактивное приложение, сгенерируем идею с помощью чат-бота и вы выполните самостоятельную работу.",4.8,105,https://cdn.stepik.net/media/cache/images/courses/99855/cover_pKmZ7sv/a55677e760e1a64aa02fc392ea23cf38.png,https://stepik.org/course/99855?search=7087465402,Языки программирования
SQL для начинающих,IT Guru,"SQL — декларативный язык программирования, применяемый для создания, модификации и управления данными в реляционной базе данных, управляемой соответствующей системой управления базами данных. В этом курсе вы изучите синтаксис, основные функции, конструкции языка SQL и узнаете, как работать с SQL базами данных.",4.7,687,https://cdn.stepik.net/media/cache/images/courses/133728/cover_Z5XsGW1/4af432d8f3cf9c719af458cf6aed8686.jpg,https://stepik.org/course/133728?search=7087465403,Языки программирования
Программа курсов: Фронтенд-разработка,"Shultais Education, IT Guru, Михаил Непомнящий, Исмаил Усеинов","Программа включает пять курсов, охватывающих разные аспекты создания современных веб-приложений с нуля. Вы изучите базовые элементы веб-разметки и стилизации, язык программирования JavaScript от основ синтаксиса до практики написания фронтенд-приложений, а также познакомитесь с библиотекой React для создания динамичных интерфейсов и фреймворком Bootstrap 5 для быстрой… Ещё",,100,https://cdn.stepik.net/media/cache/images/courses/208811/cover_n3DS7wS/0a0988e7b33135e33cc6cf04df7a8df4.jpg,https://stepik.org/course/208811?search=7087465404,Языки программирования
Бэкенд разработка на Django: с нуля до специалиста,Илья Фофанов,"Курс позволит сделать серьёзный шаг в область веб-разработки. Студенты научатся создавать веб-сайты с использованием фреймворка Django на бэкенде. Вы разберётесь с шаблонами, приложениями, контроллерами, Django ORM, авторизацией и регистрацией пользователей и много чем ещё. Зачисляйтесь прямо сейчас!",4.7,1900,https://cdn.stepik.net/media/cache/images/courses/125859/cover_1mPZA0o/31387b2185c9e035b765037336590a7c.png,https://stepik.org/course/125859?search=7087465405,Языки программирования
ЕГЭ по информатике. C часть (24 - 27 задания),"Иосиф Дзеранов, PRO INFORMATICA","Курс в новом формате КОМПЬЮТЕРНОГО ЕГЭ. Позволяет детально разобрать ВСЕ задания из ВТОРОЙ части ЕГЭ по информатике. Для тех, кто хочет понимать, что происходит, и не надеется на удачу. Ожидаемые баллы от 85 до 100.",5.0,303,https://cdn.stepik.net/media/cache/images/courses/59702/cover_eVI8KIa/1fabcd76459cbad8ec4f2788abda1bc9.png,https://stepik.org/course/59702?search=7087465406,Языки программирования
"C#: CQRS, чистая архитектура. Как строятся микросервисы",Сергей Камянецкий,"Данный курс покажет вам как создавать поддерживаемые веб-приложения, используя передовые практики и архитектурные подходы. Вы освоите принципы CQRS и чистой архитектуры, работу с ASP.NET Core, EF Core и MediatR. Воркшоп охватывает аутентификацию, авторизацию, обработку исключений и внедрение зависимостей. Вы научитесь структурировать код, применять паттерны проектирования и… Ещё",5.0,66,https://cdn.stepik.net/media/cache/images/courses/229549/cover_rNIARj9/0d2c6a996374c7425eefd4ff9ff25ff4.png,https://stepik.org/course/229549?search=7087465407,Языки программирования
Машинное обучение: Метрики качества классификации и регрессии,Сергей Спирёв,"Одним из основных требований к датасаентисту является – хорошее знание метрик качества оценки моделей машинного обучения. Обучить модель и сделать предсказания – это важный момент, но не менее важным является способность правильно оценить качество этих предсказаний, используя именно те метрики оценки, которые наиболее точно соответствуют вашим данным и целям конкретной задачи.… Ещё",5.0,46,https://cdn.stepik.net/media/cache/images/courses/216263/cover_vQNC8Vu/d9c9ba781f535a3b6a3dc05a6e5212cd.jpg,https://stepik.org/course/216263?search=7087465408,Языки программирования
SQL для всех. Level Up,Игорь Ким,"Курс является продолжением «SQL для всех». Мы переходим на следующий уровень — начнем проектировать и создавать базы данных, изучим оконные функции на реальных задачах и оптимизируем анализ данных с помощью полезных лайфхаков.",4.6,1000,https://cdn.stepik.net/media/cache/images/courses/122667/cover_v1EkbkQ/e66e62ebedb5646d33ca78457b68351e.png,https://stepik.org/course/122667?search=7087465409,Языки программирования
Основы программирования на C/C++ Полная версия,Оксана Еськова,"Программа для обучения программированию с нуля. Последовательно, просто, кратко. На интересных, не типовых задачах. В основе язык С/C++. Сформируем основы: понятие типов данных, конструирование кода, базовые алгоритмы, функции. Начните с С++, и Вы легко перейдете на Java, C#, JavaScript, PHP или Scala!",5.0,488,https://cdn.stepik.net/media/cache/images/courses/197220/cover_FTlBMtX/e49cbff91cc13effbaa216dc7c339cb8.png,https://stepik.org/course/197220?search=7087465410,Языки программирования
Курс по backend разработке на Python,Владислав Бухарин,Откройте дверь в захватывающий мир backend разработки на Django! Присоединяйтесь к нашему курсу и погрузитесь в увлекательный процесс создания мощных веб-приложений. Вне зависимости от вашего уровня опыта – будьте новичком или опытным программистом – наш курс предоставит вам необходимые знания и навыки для современной веб-разработки. Поднимайте свои навыки на новый уровень и… Ещё,4.6,4200,https://cdn.stepik.net/media/cache/images/courses/138258/cover_2xe9SRa/3761baee2af9c788388bb042614ca449.png,https://stepik.org/course/138258?search=7087465411,Языки программирования
SQL для начинающих. 2 часть,Hayk Inants,"Курс ""SQL для начинающих. 2 часть"" предоставляет вам полное понимание основных аспектов управления базами данных. В первой части курса вы овладеете навыками создания и заполнения таблиц, определения структуры данных и использования различных типов для эффективного хранения информации. Во второй части курса уделяется внимание управлению данными. Завершающая часть курса… Ещё",4.6,142,https://cdn.stepik.net/media/cache/images/courses/193756/cover_jxPCxCH/280e77b6d6a8cdca41bcf45200b790db.png,https://stepik.org/course/193756?search=7087465412,Языки программирования
Python с нуля,Николай Евстифеев,"Python с нуля - это курс посвящённый начинающим программистам, которые не имеют опыта в программировании. В нём мы начинаем с полного НУЛЯ, и подробно разбираем все темы с примерами решения задач.",4.9,658,https://cdn.stepik.net/media/cache/images/courses/103831/cover_wTnDUKO/a6588b8f512ba09414f1eb7ef341d9af.jpg,https://stepik.org/course/103831?search=7087465413,Языки программирования
Практический Тренажер по Python,IT Guru,"Курс включает в себя разнообразные практические задачи по программированию, которые помогут улучшить ваш уровень программирования на Python. Вы столкнетесь как с классическими задачами, так и с теми, которые встречаются на собеседованиях в таких крупных компаниях, как Google, Amazon, Apple, Twitter и Microsoft. Это позволит вам разносторонне развить навыки работы с… Ещё",4.5,1000,https://cdn.stepik.net/media/cache/images/courses/173184/cover_WsaZN4Q/8565bca1d5847d1fc13b1588bbc4e235.png,https://stepik.org/course/173184?search=7087465414,Языки программирования
Аналитик 1С. Основные инструменты и ввод в профессию,Василий Еремин,Этот курс поможет вам стать востребованным специалистом по аналитике в 1С и открыть новые карьерные возможности в области управления и автоматизации бизнес-процессов.,4.9,444,https://cdn.stepik.net/media/cache/images/courses/206464/cover_RuKAsq0/2da73926e9776e53849e4147fe45b981.png,https://stepik.org/course/206464?search=7087465415,Языки программирования
Python Exclusive,WEB HACKER,"Курс ""Введение в программирование на Python"" подготовит вас к основам программирования, позволит понять логику программирования и научит вас использовать язык Python для создания простых программ и автоматизации задач.",4.8,722,https://cdn.stepik.net/media/cache/images/courses/181396/cover_RWLbHRE/22d840c1dad020ced9d5cfa58e6e4c33.jpg,https://stepik.org/course/181396?search=7087465416,Языки программирования
Работа с файлами в Python,Антон Щербак,"Вы можете ответить, с каким флагом лучше открывать файл? Чем отличается rt+ от ab+? Что такое файловый поток и когда нужно пользоваться библиотекой io? Как рекурсивно прочитать содержимое всех файлов в дереве папок? Как правильно работать с файловой системой? Почему нужно валидировать файлы и в каких случаях нужно использовать base64? Мы ответим на каждый из этих вопросов и… Ещё",4.6,219,https://cdn.stepik.net/media/cache/images/courses/132196/cover_GP7AsOe/73a47248ff1b8a63932108313b7ead5e.png,https://stepik.org/course/132196?search=7087465417,Языки программирования
ЕГЭ по математике 2025: неравенства,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению неравенств. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче профильного ЕГЭ по математике.",5.0,11200,https://cdn.stepik.net/media/cache/images/courses/55936/cover_YbRXITX/5fbb8ab3e2417fd17686bb5ed7e4f63b.png,https://stepik.org/course/55936?search=7087503928,Математика
ЕГЭ по математике 2025: уравнения,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению уравнений. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче профильного ЕГЭ по математике.",5.0,28000,https://cdn.stepik.net/media/cache/images/courses/4938/cover_r2SecTb/a149922b36a32dc259061ff296670b2e.png,https://stepik.org/course/4938?search=7087503929,Математика
ЕГЭ по математике 2025: годовой курс,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен подготовке к профильному ЕГЭ по математике и включает подготовку как по первой, так и по второй части. Ожидаемые баллы 80+.",5.0,318,https://cdn.stepik.net/media/cache/images/courses/124092/cover_jwdMHqT/770d83641e7ada123cfc741e3a4be123.png,https://stepik.org/course/124092?search=7087503930,Математика
ЕГЭ по математике 2025: экономическая задача,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению экономической задачи из профильного ЕГЭ по математике. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче ЕГЭ.",5.0,22600,https://cdn.stepik.net/media/cache/images/courses/22402/cover_xKqCfds/8aacda16814df0c3b84d571bae78e12e.png,https://stepik.org/course/22402?search=7087503931,Математика
ЕГЭ по математике 2025: текстовая задача,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению текстовых задач. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче профильного ЕГЭ по математике.",5.0,11300,https://cdn.stepik.net/media/cache/images/courses/17869/cover_HEYl69u/591f5b65e3623ae294eb36e442a1e793.png,https://stepik.org/course/17869?search=7087503932,Математика
ЕГЭ по математике 2025: координатно-векторный метод,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению стереометрических задач координатно-векторным методом. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче ЕГЭ по математике.",5.0,10600,https://cdn.stepik.net/media/cache/images/courses/8952/cover_x54Vzcp/424d205133236c977ff08e80bfccf092.png,https://stepik.org/course/8952?search=7087503933,Математика
ЕГЭ по математике 2025: подготовка на 80+ баллов,"Школа BEEGEEK, Тимур 🐍 Гуев","Курс готовит учеников к сдаче профильного ЕГЭ по математике. В курсе рассматриваются все прототипы заданий первой части, задача №13 (уравнение), задача №15 (неравенство), задача № 17 (экономика) из второй части.",5.0,69,https://cdn.stepik.net/media/cache/images/courses/213331/cover_aUDcDRq/b480bf25717184847a7c287dc78729a1.png,https://stepik.org/course/213331?search=7087503934,Математика
Математика для физики,Иван Барсуков,"Всем привет! Курс ""Математика для физики"" включает в себя некоторые темы из высшей математики, которые будут необходимы для решения задач по физике. Мы не выдаём аттестаты или дипломы, а также не являемся заменой полноценному вузовскому образованию.",4.8,1900,https://cdn.stepik.net/media/cache/images/courses/123318/cover_xC5WeVA/db1d6d00dd2921854887cf031ea79542.png,https://stepik.org/course/123318?search=7087503935,Математика
Практикум по математике и Python,Алексей Задойный,Практикум для начинающих осваивать Python с наборами дополнительных задач и материалов для углублённого и более детального изучения программирования и математики. Подходит для отработки навыков при обучении анализу данных.,4.8,62900,https://cdn.stepik.net/media/cache/images/courses/3356/cover/5a65ad56b3a9257f9d8ba67c7886cde2.png,https://stepik.org/course/3356?search=7087503936,Математика
ЕГЭ МАТЕМАТИКА 2025 - задания 1 - 12 и 13 15 16,Алексей Ковальчук,"Курс подготовки к ЕГЭ по математике (профиль) - задания 1 - 12 и 13 15 16. Программа построена гибко, подготовку можно начать с любым уровнем знаний. Курс регулярно обновляется и соответствует всем требованиям экзамена текущего года. Курс ведет выпускник мехмата МГУ, победитель и призер олимпиад.",,21,https://cdn.stepik.net/media/cache/images/courses/198544/cover_FbFpqMo/4f373e5dd7d2908e08e8fc90ba7b8d84.png,https://stepik.org/course/198544?search=7087503937,Математика
«Олимпиадная математика. Начало»,Земфира Ксенофонтова,"Мир стремительно меняется, и успеха достигают те, кто способен быстро думать и принимать нестандартные решения, мыслить творчески и постоянно учиться новому. Предлагаю курс для будущих Победителей, который поможет вашим детям сделать первый шаг к поиску решений нестандартных олимпиадных задач по математике. Записаться на очные или онлайн-занятия в нашем Олимпиадном Центре, а… Ещё",5.0,184,https://cdn.stepik.net/media/cache/images/courses/177770/cover_dTgFrds/c67c7c853c654c9397b0bab97d721507.jpg,https://stepik.org/course/177770?search=7087503938,Математика
Подготовка к ОГЭ по математике,Елизавета Григорьева,Курс подготовки к ОГЭ по математике является дополнением к живым занятиям и дает возможность проверить свои знания. Все задачи взяты из открытого банка заданий и могут встретиться на реальном экзамене. Желаю успехов в подготовке!,5.0,33,https://cdn.stepik.net/media/cache/images/courses/185097/cover_JWBwF6c/3e49e7927cafea2905fef22e7d401520.png,https://stepik.org/course/185097?search=7087503939,Математика
ОГЭ МАТЕМАТИКА 2025,Анастасия Онлайн-репетитор,"Курс подготовки к ОГЭ по математике обновлен согласно рекомендациям ФИПИ и содержит разбор всех прототипов РЕАЛЬНЫХ задач ОГЭ 2025. Подходит для учащихся с любым уровнем подготовки. В виде коротких видео-лекций дается ВСЯ теория, разбирается практика и предлагается задача для самостоятельного решения. Приветствуются любые вопросы!",5.0,126,https://cdn.stepik.net/media/cache/images/courses/123967/cover_sQxgbTQ/654218b79a20e590648bef77581a635c.png,https://stepik.org/course/123967?search=7087503940,Математика
ЕГЭ по математике: планиметрия,"Константин Щепин, Мария Герасимова","Курс по планиметрии для решения задач ЕГЭ (№ 16). Предназначен для тех, кто сдает экзамен по профильной математике. На уроках мы подробно разбираем методы и приемы, необходимые для решения задач по планиметрии. Курс построен по принципу «от простого к сложному», чтобы научить учащихся не бояться геометрии.",5.0,20,https://cdn.stepik.net/media/cache/images/courses/113886/cover_aUR1XN0/6fccdb96fc4d01150fcac528651eb7ae.png,https://stepik.org/course/113886?search=7087503941,Математика
ЕГЭ по математике: Стереометрия,"Константин Щепин, Мария Герасимова","Курс по стереометрии для решения задач ЕГЭ (№ 13). Предназначен для тех, кто сдает экзамен по профильной математике. На уроках мы подробно разбираем методы и приемы, необходимые для решения задач по стереометрии. Учим решать и геометрически, и методом координат.",5.0,17,https://cdn.stepik.net/media/cache/images/courses/128361/cover_9v84IPO/5f791fd11b2db79c16183f21364c9619.png,https://stepik.org/course/128361?search=7087503942,Математика
Математика для преподавателей школ,Ильдар Мустафин ✔️,"Преподаёшь математику? С этим курсом ты можешь научиться легко и просто доносить сложную информацию! Он основан на авторской методике упрощённого изучения математики, охватывает широкий спектр тем от элементарных дробей до Высшей математики и постоянно пополняется новыми уроками!",5.0,4,https://cdn.stepik.net/media/cache/images/courses/195413/cover_laqfVal/9345d52f86827e9d91907a86453184da.jpg,https://stepik.org/course/206483?search=7087503943,Математика
ЕГЭ по математике 2025: первая часть,"Тимур 🐍 Гуев, Школа BEEGEEK",Курс посвящен подготовке к первой части профильного ЕГЭ по математике. В курсе рассматриваются все прототипы реальных заданий из открытого банка. Основная цель курса – подготовка учеников к сдаче профильного ЕГЭ по математике. 🔥,5.0,72000,https://cdn.stepik.net/media/cache/images/courses/9737/cover_RNQXdq8/15527dc67334830b51f8157a896d95c5.png,https://stepik.org/course/9737?search=7087503944,Математика
ЕГЭ математика БАЗОВЫЙ УРОВЕНЬ 2025 год,Анастасия Онлайн-репетитор,"Курс направлен на подготовку к ЕГЭ БАЗА на 100 баллов со всеми обновлениями ФИПИ 2025. В курсе с нуля до самых сложных заданий разбираются все темы ЕГЭ. В виде коротких видео лекций собраны теоремы и правила, показаны примеры решения, а также есть практика для самостоятельного решения. Курс отлично подходит для самостоятельной подготовки и восполнения пробелов в знаниях перед… Ещё",5.0,65,https://cdn.stepik.net/media/cache/images/courses/184292/cover_OatiLH5/a30addb4bfd59a9b8d0dcbeb3f370683.png,https://stepik.org/course/184292?search=7087503945,Математика
ЕГЭ математика ПРОФИЛЬНЫЙ УРОВЕНЬ 2024-2025,,"Курс направлен на подготовку к профильному ЕГЭ 2025, содержит все обновления ФИПИ. В виде коротких видео лекций в каждом задании дается Правило, Пример и Практика для самостоятельного решения. Важным дополнением является возможность задать вопросы автору курса, а также оценка заданий второй части. Подходит для восполнения пробелов в знаниях и закрепления всех материалов перед… Ещё",5.0,404,https://cdn.stepik.net/media/cache/images/courses/123457/cover_nMDQjMf/4829787d61eeec71cc6f1271a2568239.JPG,https://stepik.org/course/123457?search=7087503946,Математика
ЕГЭ по математике: текстовая задача,Игорь Копотилов,"Курс предназначен для того, чтобы научиться решать текстовые задачи. Последовательный алгоритм действий не оставит шансов задаче быть нерешённой.",5.0,21,https://cdn.stepik.net/media/cache/images/courses/116050/cover_EPQjFtL/9977e7d237e7aacda6cc309254a19f4f.bmp,https://stepik.org/course/116050?search=7087503947,Математика
Олимпиадная математика. Часть 1,Alles Онлайн-школа,"Это первая часть платного курса по олимпиадной математике. На нем представлены темы: системы уравнений, целые числа, ряды, прогрессии, неравенства о средних.",5.0,34,https://cdn.stepik.net/media/cache/images/courses/107136/cover_wtSDIRV/0798b612ad5dd59c245286f96d9cf7c5.png,https://stepik.org/course/107136?search=7087503948,Математика
Геометрия с нуля. ОГЭ математика,"Алина Петрухина, Vladislav Spitsyn","Курс посвящен самостоятельной подготовке к сдаче ОГЭ по математике по разделу Геометрия. Курс включает разбор всех прототипов, и не содержит избыточной информации.",5.0,1400,https://cdn.stepik.net/media/cache/images/courses/121531/cover_YGHwToT/634827ea060b7ace0bf58d6bd2159b8b.png,https://stepik.org/course/121531?search=7087503949,Математика
ОГЭ. Математика. 72 урока,Анастасия Кобелева,"Разбор актуальных заданий из ОГЭ по математике. При составлении расширенного курса были изучены прототипы из открытого банка заданий ФИПИ, сборников, Статградов и вариантов прошлых лет. Курс рассчитан на 30 дней подготовки (1 месяц занятий). В курс входит разбор 60 разных заданий из ОГЭ по математике: 72 урока, около 2 часов видео, больше 300 практических заданий с… Ещё",5.0,8,https://cdn.stepik.net/media/cache/images/courses/207455/cover_CuBY6FA/9f9da76bea24b90f3b10c294421f45d4.png,https://stepik.org/course/207455?search=7087503950,Математика
ОГЭ по математике - вторая часть,Людмила Юрьевна Березовская,Экспресс-курс для подготовки к выполнению второй части Основного государственного экзамена (ОГЭ) по математике в 2025 году.,5.0,41,https://cdn.stepik.net/media/cache/images/courses/181540/cover_YF3D3Xg/c2f0f4947408830c83009e807847d196.jpg,https://stepik.org/course/181540?search=7087503951,Математика
Математика для аналитиков. Специализация (Перельман),"Mikhail Mironov, Ekaterina Mineeva","Специализация Математика для аналитиков состоит из 2 курсов: теории вероятностей и статистики. Она подойдет тем, кто хочет начать работать или уже работает аналитиком, а также техническим менеджерам, работающим с аналитиками.",3.8,55,https://cdn.stepik.net/media/cache/images/courses/115951/cover_IIuQ2EY/3cd17da74daab26ee8a8d1583551f14a.png,https://stepik.org/course/115951?search=7087503952,Математика
Экспресс-курс ОГЭ по математике,Полина Бугрова,"Экспресс-курс для полного повторения или быстрой подготовки с нуля. Внутри вы найдете краткую теорию, всевозможные прототипы заданий из открытого банка ФИПИ и ничего лишнего.",5.0,162,https://cdn.stepik.net/media/cache/images/courses/174771/cover_NRs6I2e/fd8b31dd7f08c01e4abeada52c006504.jpeg,https://stepik.org/course/174771?search=7087503953,Математика
Изи ОГЭ по математике на отлично,Start Together,"Данный курс содержит всю необходимую теорию и практику по алгебре и геометрии, которая тебе понадобится на ОГЭ. Здесь мы разбираем все типы заданий, даём полезные советы по подготовке и мотивируем тебя на сдачу экзамена на отлично. Пройдя наш курс - ты сможешь написать ОГЭ на высший балл! Мы в тебя верим!",4.5,19,https://cdn.stepik.net/media/cache/images/courses/120662/cover_oqFqLeo/f4655114fe85057f8b6a366f43d770da.png,https://stepik.org/course/120662?search=7087503954,Математика
Курс начинающего математика,Елена Шварева,"Как регулярные спортивные тренировки «прокачивают» тело, делают его здоровым, сильным и выносливым, так регулярные занятия математикой «прокачивают» мозг – развивают интеллект и познавательные способности, расширяют кругозор. Для правильного решения математических и логических задач нужны внимательность, настойчивость, ответственность, точность и аккуратность. Чем регулярнее… Ещё",4.4,1500,https://cdn.stepik.net/media/cache/images/courses/103297/cover_QE0q7nr/b6e0c09d3cf05bd8fe7fc0de57e3822d.bmp,https://stepik.org/course/103297?search=7087503955,Математика
Ментальная математика для взрослых — учимся быстро считать в уме,Александр Сопоев,"Тренируемся вычислять в уме — складывать, вычитать, умножать, возводить в степень, делить. Для этого в начале каждого учебного модуля идёт небольшой текстовый теоретический блок по возможной оптимизации вычисления, а затем задачи для отработки и закрепления теоретического материала.",5.0,519,https://cdn.stepik.net/media/cache/images/courses/201702/cover_aX2pKxE/dedc66de3550a8fdb14957f96838a14d.png,https://stepik.org/course/201702?search=7087503956,Математика
ЕГЭ по математике: задача с параметром,"Тимур 🐍 Гуев, Школа BEEGEEK","Курс посвящен решению задачи с параметром из профильного ЕГЭ по математике. Основные цели – устранение пробелов в знаниях, а также подготовка учеников к сдаче ЕГЭ.",4.7,5600,https://cdn.stepik.net/media/cache/images/courses/22422/cover_T6WZc3W/ad4e661626a88734e3bda2dad7a3289a.png,https://stepik.org/course/22422?search=7087503957,Математика
"""Поколение Python"": курс для начинающих","Тимур 🐍 Гуев, Поколение Python, Благотворительный фонд ""Айкью Опшн""","В курсе рассказывается об основных типах данных, конструкциях и принципах структурного программирования языка Python. Курс содержит теорию в формате текстовых конспектов и более 500 задач с автоматизированной проверкой. Этот курс является первой частью линейки курсов ""Поколение Python"".",5.0,1200000,https://cdn.stepik.net/media/cache/images/courses/58852/cover_ZP5DuRM/4951fdb332a542d0a2fe70692976e557.png,https://stepik.org/course/58852?search=7087503958,Математика
Программирование для математиков. Курс для продолжающих.,Леонид Попов,"Этот курс предназначен для тех, кто уже освоил основы Python и готов двигаться дальше. Мы будем работать с циклами, списками, строками, научимся использовать функции и методы строк, а также изучим основы теории чисел и рекурсию. Задания будут сложнее, а олимпиады — интереснее. Этот курс является продолжением курса https://stepik.org/course/122289",4.6,59,https://cdn.stepik.net/media/cache/images/courses/180636/cover_c8UPDHl/68273addf1110c21a78ae9ed66cf7c36.png,https://stepik.org/course/180636?search=7087503959,Математика
ОГЭ по математике 2020. Числа и выражения,Зинаида Шестакова,"Дает необходимые знания и навыки для решения первых восьми заданий экзаменационной работы. Уникален, эффективен, удобен, выгоден!",5.0,15,https://cdn.stepik.net/media/cache/images/courses/64007/cover_YnHxbRd/22538c412de13a5ed8b58c918788f571.png,https://stepik.org/course/64007?search=7087503960,Математика
Геометрия С НУЛЯ| ОГЭ по математике 2025,Елена Махватова,"На курсе мы разберём все задачи из раздела ""Геометрия"" (1 часть) ОГЭ по математике 2025. Курс включает следующие темы: ""Нахождение сторон и углов в треугольниках"", ""Четырёхугольники"", ""Площадь"", ""Окружность"". Каждая тема состоит из теоретического материала + тренировочных задач + всех прототипов заданий с ФИПИ ОГЭ математика+домашнего задания. В дополнении к пройденному… Ещё",5.0,27,https://cdn.stepik.net/media/cache/images/courses/200365/cover_pxDgXSZ/a8dbf99ea6a80175a3870376d14ce2c2.jpg,https://stepik.org/course/200365?search=7087503961,Математика
"ОГЭ математика на минимум - ""Лишь бы сдать...""",Сентяков Владимир,"Экспресс-курс для подготовки к экзамену ОГЭ по математике — это компактная, но максимально эффективная база знаний, необходимых для успешной сдачи экзамена. В курсе будут рассмотрены 3 задания по темам геометрии и 7 заданий по темам алгебры. Благодаря пройденным 10 темам тебе с запасом хватит знаний и умений, чтобы легко сдать экзамен!",5.0,65,https://cdn.stepik.net/media/cache/images/courses/130316/cover_SKfXhU8/ec146ce418592c7966d2873d32d5d952.jpg,https://stepik.org/course/130316?search=7087503962,Математика
Видео уроки по математике 3 класс,Александр Митяев,Учите математику весело и эффективно с нашими видео уроками! Узнавайте новые темы и решайте интересные задачи вместе с профессионалами своего дела. После каждого урока проводится тестирование ребенка для усвоения приобретенной информации.,5.0,3,https://cdn.stepik.net/media/cache/images/courses/184581/cover_um9kN8g/74cc56ad6a152bda02cf748ad3c9d7c4.png,https://stepik.org/course/184581?search=7087503963,Математика
Математика.4 класс за 20 минут.,Оксана Барахаева,"Вместе с нашими героями дети отправятся в космическое путешествие, помогут ребятам расшифровать секретный код и решить задачи.",5.0,30,https://cdn.stepik.net/media/cache/images/courses/176521/cover_7MS3YXC/ef8da6ff064d4da53f468c81453dff2b.png,https://stepik.org/course/176521?search=7087503964,Математика
Математика. Таблицу умножения учу я с увлечением.,Мария Гудошникова," -Ваш ребёнок сталкивается с трудностями при изучении таблицы умножения? Есть решение! Предложите ребёнку ""интерактивную таблицу"", и скучный процесс превратится в обучающую игру.",5.0,24,https://cdn.stepik.net/media/cache/images/courses/129260/cover_HR9tqeF/f8fa9fad35c7a0bbdda7c4e0a71c73a8.png,https://stepik.org/course/129260?search=7087503965,Математика
ОГЭ математика 2025. Уравнения всех типов,Екатерина Преподаватель математики,"Курс поможет подготовиться к ОГЭ по математике, научит решать все типы уравнений и устранит пробелы в теме. Подойдет для учеников 8-9 классов, а также для тех, кто хочет быть профи в этой теме.",5.0,3,https://cdn.stepik.net/media/cache/images/courses/212836/cover_HirW0EF/fcfcc6a9c9ac3f5c42d71a3344cf9dd3.png,https://stepik.org/course/212836?search=7087503966,Математика
"Дроби - 2в1 (Математика, 5 класс)",Илья Панкратов,"Математика - внятно, весело и методично! Разбираются темы про обыкновенные и десятичные дроби для учеников 5 класса. Темы соответствуют учебнику Виленкина (обновлённый ФГОС, темы 26-48).",5.0,210,https://cdn.stepik.net/media/cache/images/courses/199739/cover_CCftqIn/585b233914ee769a74a080add89778a0.png,https://stepik.org/course/199739?search=7087503967,Математика
"Обыкновенные дроби (Математика, 5 класс)",Илья Панкратов,"Математика - внятно, весело и методично! Разбираются темы про обыкновенные дроби для учеников 5 класса. Темы соответствуют учебнику Виленкина (обновлённый ФГОС, темы 26-40).",5.0,467,https://cdn.stepik.net/media/cache/images/courses/190334/cover_kiwW0qb/d2d6bfd28513877d4e10f05a5379d12b.png,https://stepik.org/course/190334?search=7087503968,Математика
Множество задач для фундаментального курса математики!,Клуб любителей математики,"300+ задач на самые разные темы позволят убедиться, что вы усвоили материал!",4.9,743,https://cdn.stepik.net/media/cache/images/courses/198924/cover_1Wg2G1P/f517ecd2d154ad396b54708152d78af3.jpeg,https://stepik.org/course/198924?search=7087503969,Математика
