id,пол,возраст,предпочтение,пройденные_курсы,количество_курсов,оценка
313,М,40,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,19,10
313,М,40,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,19,1
313,М,40,Разработка игр,3D моделирование в Blender. Основы работы для GameDev,19,10
313,М,40,Разработка игр,НТО Junior 22. ОК «Технологии и компьютерные игры»,19,1
313,М,40,Разработка игр,Основы Unity 2D,19,10
313,М,40,Разработка игр,Элементарное программирование,19,8
313,М,40,Разработка игр,"Цифровой двойник: дополнительный доход, экономия времени",19,9
313,М,40,Разработка игр,Дизайнер сайтов на Tilda. С нуля до PRO,19,2
313,М,40,Разработка игр,Практический UI дизайн буткемп,19,8
313,М,40,Разработка игр,Фундаментальный JavaScript,19,10
314,М,25,Языки программирования,"""Поколение Python"": курс для начинающих",17,8
314,М,25,Языки программирования,Асинхронный Python,17,10
314,М,25,Языки программирования,Python Exclusive,17,1
314,М,25,Языки программирования,Проектирование баз данных,17,10
314,М,25,Языки программирования,Основы программирования на C/C++,17,10
314,М,25,Языки программирования,"""Поколение Python"": ООП",17,8
314,М,25,Языки программирования,Android: Профессиональный уровень + Подготовка к собеседованию,17,10
314,М,25,Языки программирования,Основы языка Java,17,9
314,М,25,Языки программирования,Продвинутый python: заряди свои батарейки,17,1
314,М,25,Языки программирования,Практический Machine Learning,17,10
314,М,25,Языки программирования,ЕГЭ по информатике. C часть (24 - 27 задания),17,10
314,М,25,Языки программирования,Jetpack Compose полный курс,17,10
314,М,25,Языки программирования,Thank Go! Golang на практике,17,10
314,М,25,Языки программирования,Unreal Engine 5: C++ для начинающих программистов. Курс 3,17,10
314,М,25,Языки программирования,Уроки ретуши Adobe Photoshop VIKSA BEAUTY RETOUCH,17,10
314,М,25,Языки программирования,"Десятичные дроби (Математика, 5 класс)",17,5
314,М,25,Языки программирования,"ЦЕНООБРАЗОВАНИЕ В РОЗНИЦЕ. Цикл ""Категорийный менеджмент""",17,10
315,Ж,31,Языки программирования,"""Поколение Python"": курс для начинающих",11,10
315,Ж,31,Языки программирования,Введение в соревновательный Data Science,11,10
315,Ж,31,Языки программирования,WEB Парсинг на Python,11,1
315,Ж,31,Языки программирования,Асинхронный Python,11,5
315,Ж,31,Языки программирования,Основы языка Java,11,10
315,Ж,31,Языки программирования,"Добрый, добрый Django + Docker с Сергеем Балакиревым",11,4
315,Ж,31,Языки программирования,SQL для Анализа Данных с Глебом Михайловым,11,4
315,Ж,31,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",11,1
315,Ж,31,Языки программирования,"""OZON: Секреты Успешного Старта""",11,1
315,Ж,31,Языки программирования,Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,11,8
315,Ж,31,Языки программирования,Элементарное программирование,11,1
316,М,21,Разработка игр,Введение в Unity,9,10
316,М,21,Разработка игр,Элементарное программирование,9,9
316,М,21,Разработка игр,3D моделирование в Blender. Основы работы для GameDev,9,9
316,М,21,Разработка игр,Unity. Знакомство с движком,9,10
316,М,21,Разработка игр,Основы Unity 2D,9,6
316,М,21,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,9,7
316,М,21,Разработка игр,Основы программирования на системе Blueprints в Unreal Engine 5,9,10
316,М,21,Разработка игр,Многопроцессорный Python,9,10
316,М,21,Разработка игр,ООП: Объектно-ориентированное программирование на Python,9,4
317,М,37,Языки программирования,Курс по верстке и веб разработке сайтов с нуля! Web development,23,10
317,М,37,Языки программирования,"""Поколение Python"": курс для начинающих",23,10
317,М,37,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",23,6
317,М,37,Языки программирования,Основы программирования на C/C++,23,10
317,М,37,Языки программирования,Функциональное программирование на Python,23,1
317,М,37,Языки программирования,"""Поколение Python"": курс для профессионалов",23,8
317,М,37,Языки программирования,Курс по backend разработке на Python,23,8
317,М,37,Языки программирования,"Добрый, добрый Django + Docker с Сергеем Балакиревым",23,10
317,М,37,Языки программирования,Командная строка Linux,23,7
317,М,37,Языки программирования,Data Science с Глебом Михайловым,23,10
317,М,37,Языки программирования,"""Поколение Python"": ООП",23,10
317,М,37,Языки программирования,ООП: Объектно-ориентированное программирование на Python,23,10
317,М,37,Языки программирования,Основы языка Java,23,6
317,М,37,Языки программирования,"""Поколение Python"": базы данных и SQL",23,2
317,М,37,Языки программирования,Jetpack Compose полный курс,23,10
317,М,37,Языки программирования,Профессия веб верстальщик. Пакет из 2-х курсов-веб разработке,23,10
317,М,37,Языки программирования,Java с нуля до Junior + Подготовка к собеседованию,23,10
317,М,37,Языки программирования,Многопроцессность в Python. Multiprocessing,23,10
317,М,37,Языки программирования,Олимпиадная математика. Часть 1,23,8
317,М,37,Языки программирования,Полный курс разработки 3D игр Unity для новичков,23,1
317,М,37,Языки программирования,Разработка игрового приложения на Unreal Engine,23,10
317,М,37,Языки программирования,Качественный контент на YouTube,23,5
317,М,37,Языки программирования,ProgMine. Большой курс по программированию на Python в Minecraft,23,10
318,Ж,23,Разработка игр,Создание игр на Unreal Engine,7,10
318,Ж,23,Разработка игр,Введение в Unity,7,10
318,Ж,23,Разработка игр,Unity. Знакомство с движком,7,7
318,Ж,23,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",7,9
318,Ж,23,Разработка игр,Основы PyGame,7,10
318,Ж,23,Разработка игр,О рисунке. Основы изобразительной грамоты для начинающих,7,8
318,Ж,23,Разработка игр,Математика для аналитиков. Специализация (Перельман),7,10
319,М,42,Графический дизайн,Учебник по UI-дизайну,3,10
319,М,42,Графический дизайн,Цифровая история искусства: новая реальность культуры,3,3
319,М,42,Графический дизайн,Пользователь AmoCRM,3,10
320,Ж,38,Языки программирования,"""Поколение Python"": курс для начинающих",21,3
320,Ж,38,Языки программирования,"Полный Курс Python 3: от Новичка до Мастера (Питон, Пайтон)",21,8
320,Ж,38,Языки программирования,Основы языка Java,21,10
320,Ж,38,Языки программирования,"""Поколение Python"": ООП",21,10
320,Ж,38,Языки программирования,FastAPI для начинающих,21,1
320,Ж,38,Языки программирования,Основы программирования на C/C++,21,3
320,Ж,38,Языки программирования,SQL с нуля до PRO,21,9
320,Ж,38,Языки программирования,Функциональное программирование на Python,21,10
320,Ж,38,Языки программирования,Продвинутый Django 5 для продолжающих,21,10
320,Ж,38,Языки программирования,SQL для Анализа Данных с Глебом Михайловым,21,10
320,Ж,38,Языки программирования,Продвинутый SQL,21,6
320,Ж,38,Языки программирования,Android: Профессиональный уровень + Подготовка к собеседованию,21,8
320,Ж,38,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",21,10
320,Ж,38,Языки программирования,WEB Парсинг на Python,21,1
320,Ж,38,Языки программирования,PRO C#. Для продвинутых,21,10
320,Ж,38,Языки программирования,"Вёрстка сайта с нуля • JSX, SCSS, JS, Vite, Minista, БЭМ",21,3
320,Ж,38,Языки программирования,Компьютерная графика,21,10
320,Ж,38,Языки программирования,Высшая математика для всех: курс для начинающих,21,4
320,Ж,38,Языки программирования,Основы граф.дизайна,21,5
320,Ж,38,Языки программирования,Roblox: бесплатные уроки для детей,21,6
320,Ж,38,Языки программирования,Категорийный менеджмент СТАРТ,21,10
321,Ж,32,Графический дизайн,Цифровая обработка изображений в редакторе Photoshop,10,9
321,Ж,32,Графический дизайн,Введение в дизайн,10,10
321,Ж,32,Графический дизайн,Основы дизайна интерфейсов,10,10
321,Ж,32,Графический дизайн,Дизайн инфографики и визуализации данных,10,9
321,Ж,32,Графический дизайн,Рисунок в технике зентангл,10,10
321,Ж,32,Графический дизайн,Графический дизайн,10,1
321,Ж,32,Графический дизайн,Цифровая история искусства: новая реальность культуры,10,10
321,Ж,32,Графический дизайн,Adobe Illustrator: первые шаги,10,10
321,Ж,32,Графический дизайн,GameDev JavaScript - Od wisielca do platformówki,10,8
321,Ж,32,Графический дизайн,Godot для абсолютных новичков | Создай 2D игру мечты,10,10
322,Ж,28,Математика,"""Поколение Python"": курс для начинающих",9,10
322,Ж,28,Математика,"""Поколение Python"": курс для профессионалов",9,7
322,Ж,28,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),9,10
322,Ж,28,Математика,ЕГЭ по математике 2025: первая часть,9,10
322,Ж,28,Математика,Практикум по математике и Python,9,10
322,Ж,28,Математика,Первая часть ЕГЭ 25 профильная математика,9,10
322,Ж,28,Математика,ЕГЭ по математике 2025: уравнения,9,10
322,Ж,28,Математика,Бэкенд разработка на Django: с нуля до специалиста,9,10
322,Ж,28,Математика,Дизайнер карточек для маркетплейсов,9,7
323,Ж,27,Математика,ЕГЭ по математике 2025: первая часть,14,3
323,Ж,27,Математика,"""Поколение Python"": курс для начинающих",14,1
323,Ж,27,Математика,ЕГЭ по математике 2025: координатно-векторный метод,14,10
323,Ж,27,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),14,2
323,Ж,27,Математика,Практикум по математике и Python,14,10
323,Ж,27,Математика,Олимпиадная математика,14,10
323,Ж,27,Математика,ЕГЭ по математике 2025: уравнения,14,10
323,Ж,27,Математика,ЕГЭ по математике 2025: экономическая задача,14,10
323,Ж,27,Математика,ЕГЭ по математике 2025: текстовая задача,14,9
323,Ж,27,Математика,"""Поколение Python"": курс для профессионалов",14,10
323,Ж,27,Математика,Математика (геометрия ОГЭ 1 часть) 2025 год,14,10
323,Ж,27,Математика,Гайд по дизайну,14,9
323,Ж,27,Математика,Основы программирования на С/C++ Часть 2,14,10
323,Ж,27,Математика,"Хакатон графического дизайна ""Графит""",14,10
324,Ж,37,Математика,"""Поколение Python"": курс для начинающих",6,10
324,Ж,37,Математика,Олимпиадная математика,6,10
324,Ж,37,Математика,Практикум по математике и Python,6,10
324,Ж,37,Математика,ЕГЭ по математике 2025: первая часть,6,3
324,Ж,37,Математика,Python и Minecraft,6,3
324,Ж,37,Математика,Дизайн и визуальные составляющие социальных сетей,6,10
325,М,28,Разработка игр,Полный курс по созданию мобильных игр на Godot 4,19,10
325,М,28,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,19,10
325,М,28,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,19,10
325,М,28,Разработка игр,Разработка игр: знакомство с Unreal Engine за 3 дня,19,10
325,М,28,Разработка игр,Создание игр на Unreal Engine,19,5
325,М,28,Разработка игр,Разработчик 2D и 3D игр на игровом движке Unity с нуля до про.,19,10
325,М,28,Разработка игр,Введение в Unity,19,10
325,М,28,Разработка игр,"Дизайн объектов в Unity, использование технологий AR",19,2
325,М,28,Разработка игр,C# для Unity. Часть 1. Консоль,19,2
325,М,28,Разработка игр,Unity. Знакомство с движком,19,10
325,М,28,Разработка игр,Язык программирования С# | Программирование для детей Unity,19,10
325,М,28,Разработка игр,Создание игр в Roblox studio,19,1
325,М,28,Разработка игр,Roblox: бесплатные уроки для детей,19,8
325,М,28,Разработка игр,Программирование на Python в игре Minecraft,19,4
325,М,28,Разработка игр,Godot для абсолютных новичков | Создай 2D игру мечты,19,8
325,М,28,Разработка игр,"Добрый, добрый Django + Docker с Сергеем Балакиревым",19,10
325,М,28,Разработка игр,3D-моделирование в Blender,19,7
325,М,28,Разработка игр,ОГЭ по математике - вторая часть,19,10
325,М,28,Разработка игр,Программа курсов: Анализ данных,19,9
326,М,38,Графический дизайн,Figma — это просто! Бесплатный курс по веб-дизайну с практикой,9,10
326,М,38,Графический дизайн,Дизайн инфографики и визуализации данных,9,10
326,М,38,Графический дизайн,Рисунок в технике зентангл,9,9
326,М,38,Графический дизайн,Введение в дизайн,9,7
326,М,38,Графический дизайн,Учебник по UI-дизайну,9,3
326,М,38,Графический дизайн,Mини-курс по Adobe Photoshop,9,8
326,М,38,Графический дизайн,Цифровая история искусства: новая реальность культуры,9,10
326,М,38,Графический дизайн,ТОП-3 профессии в Instagram*: копирайтер|сторисмейкер|таргетолог,9,10
326,М,38,Графический дизайн,Менеджер маркетплейса Озон,9,7
327,М,22,Языки программирования,"Полный Курс Python 3: от Новичка до Мастера (Питон, Пайтон)",12,8
327,М,22,Языки программирования,"""Поколение Python"": курс для начинающих",12,10
327,М,22,Языки программирования,Курс по backend разработке на Python,12,8
327,М,22,Языки программирования,Основы языка Java,12,10
327,М,22,Языки программирования,"""Поколение Python"": курс для профессионалов",12,10
327,М,22,Языки программирования,HTML и CSS - полный курс по вёрстке с нуля,12,9
327,М,22,Языки программирования,SQL для всех. Level Up,12,10
327,М,22,Языки программирования,Основы SQL,12,1
327,М,22,Языки программирования,Python Exclusive,12,1
327,М,22,Языки программирования,ОГЭ 2025. Математика. Задание 15. Всё о треугольнике,12,10
327,М,22,Языки программирования,Создание карточной игры (ККИ) с использованием Unity3D и C#,12,1
327,М,22,Языки программирования,C# для Unity. Часть 1. Консоль,12,10
328,Ж,34,Маркетинг и продажи,1С: Управление торговлей,10,6
328,Ж,34,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,10,3
328,Ж,34,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,10,3
328,Ж,34,Маркетинг и продажи,Технология продаж - просто о сложном,10,8
328,Ж,34,Маркетинг и продажи,Внедрение CRM Битрикс24 без программиста,10,10
328,Ж,34,Маркетинг и продажи,Пользователь AmoCRM,10,8
328,Ж,34,Маркетинг и продажи,Академия продаж. Менеджер по продажам,10,10
328,Ж,34,Маркетинг и продажи,Маркетплейсы. Курс 9. Продвижение товаров на маркетплейсе.,10,7
328,Ж,34,Маркетинг и продажи,ОГЭ 2025. Математика. Видеокурс. Задания 1 - 19,10,1
328,Ж,34,Маркетинг и продажи,Уроки Unity 3D - Разработка игр | Занятия для детей,10,10
329,Ж,31,Разработка игр,Unity. Знакомство с движком,15,3
329,Ж,31,Разработка игр,Введение в Unity,15,10
329,Ж,31,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",15,7
329,Ж,31,Разработка игр,Unity Базовый курс 3D,15,1
329,Ж,31,Разработка игр,Создание игр на Unreal Engine,15,7
329,Ж,31,Разработка игр,Создание визуальной новеллы на Android в RenPy,15,9
329,Ж,31,Разработка игр,Создание игр в Roblox studio,15,10
329,Ж,31,Разработка игр,Шутер на Unreal Engine 5,15,1
329,Ж,31,Разработка игр,Игровые разработки с T-Boom на Unreal Engine,15,10
329,Ж,31,Разработка игр,Программирование на Python в игре Minecraft,15,10
329,Ж,31,Разработка игр,Гейм-дизайн,15,9
329,Ж,31,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,15,1
329,Ж,31,Разработка игр,HTML и CSS - полный курс по вёрстке с нуля,15,7
329,Ж,31,Разработка игр,Авито с нуля до профи | Для собственников бизнеса и авитологов,15,10
329,Ж,31,Разработка игр,Основы граф.дизайна,15,10
330,Ж,47,Графический дизайн,Adobe Illustrator: основы векторной графики,7,10
330,Ж,47,Графический дизайн,Дизайн инфографики и визуализации данных,7,7
330,Ж,47,Графический дизайн,Курс по Adobe Illustrator - с нуля до результата,7,10
330,Ж,47,Графический дизайн,Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,7,10
330,Ж,47,Графический дизайн,Adobe Illustrator: практика и портфолио,7,10
330,Ж,47,Графический дизайн,Старт карьеры в IT. Front-end разработчик сайтов с нуля.,7,10
330,Ж,47,Графический дизайн,Практикум по математике и Python,7,9
331,Ж,45,Графический дизайн,Курс по основам моделирования и визуализации в среде 3DS-max,10,9
331,Ж,45,Графический дизайн,Инструменты дизайнера Photoshop и Illustrator. Пакет 2-х курсов!,10,10
331,Ж,45,Графический дизайн,Введение в дизайн,10,9
331,Ж,45,Графический дизайн,Photoshop для веб-дизайнера в 2024.,10,10
331,Ж,45,Графический дизайн,Adobe Illustrator: первые шаги,10,10
331,Ж,45,Графический дизайн,Основы дизайна интерфейсов,10,10
331,Ж,45,Графический дизайн,Дизайн инфографики и визуализации данных,10,9
331,Ж,45,Графический дизайн,Цифровая история искусства: новая реальность культуры,10,10
331,Ж,45,Графический дизайн,Игра на Vue.js,10,2
331,Ж,45,Графический дизайн,Видео уроки по математике 3 класс,10,10
332,М,20,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,4,10
332,М,20,Разработка игр,Создание игр на Unreal Engine,4,10
332,М,20,Разработка игр,Продвинутый уровень на Python,4,10
332,М,20,Разработка игр,Анимация в Moho для начинающих бесплатно,4,10
333,М,23,Языки программирования,"""Поколение Python"": курс для начинающих",14,5
333,М,23,Языки программирования,Основы программирования на C/C++,14,10
333,М,23,Языки программирования,Основы программирования на С/C++ Часть 2,14,10
333,М,23,Языки программирования,Основы языка Java,14,8
333,М,23,Языки программирования,Проектирование баз данных,14,9
333,М,23,Языки программирования,Основы SQL,14,6
333,М,23,Языки программирования,Функциональное программирование на Python,14,8
333,М,23,Языки программирования,SQL для начинающих,14,10
333,М,23,Языки программирования,HTML и CSS - полный курс по вёрстке с нуля,14,7
333,М,23,Языки программирования,PRO C#. Для продвинутых,14,8
333,М,23,Языки программирования,Верстка и веб-разработка сайтов. Продвинутый уровень Web Develop,14,4
333,М,23,Языки программирования,Unity Bolt - визуальное программирование,14,8
333,М,23,Языки программирования,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,14,10
333,М,23,Языки программирования,Нейро-дизайнер интерфейсов в Figma. Основы UI/UX дизайна,14,10
334,М,36,Языки программирования,"""Поколение Python"": курс для начинающих",8,10
334,М,36,Языки программирования,Data Science с Глебом Михайловым,8,9
334,М,36,Языки программирования,Делаем свой AI-продукт на базе ChatGPT или других LLM моделей.,8,10
334,М,36,Языки программирования,"""Поколение Python"": курс для профессионалов",8,10
334,М,36,Языки программирования,"Пакет курсов ""Data Scientist"": Python + SQL + Машинное обучение",8,10
334,М,36,Языки программирования,Основы SQL,8,10
334,М,36,Языки программирования,Unity Базовый курс 3D,8,10
334,М,36,Языки программирования,Геометрия С НУЛЯ| ОГЭ по математике 2025,8,10
335,Ж,36,Разработка игр,Создание игр в Roblox studio,8,10
335,Ж,36,Разработка игр,Введение в Unity,8,1
335,Ж,36,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",8,9
335,Ж,36,Разработка игр,Unity. Знакомство с движком,8,9
335,Ж,36,Разработка игр,"Летающая робототехника | Клевер, Gazebo, Python",8,10
335,Ж,36,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,8,10
335,Ж,36,Разработка игр,Самый полный курс по JavaScript для опытных программистов,8,9
335,Ж,36,Разработка игр,Графический дизайн,8,1
336,Ж,26,Графический дизайн,Цифровая история искусства: новая реальность культуры,6,9
336,Ж,26,Графический дизайн,Рисунок в технике зентангл,6,1
336,Ж,26,Графический дизайн,Основы дизайна интерфейсов,6,1
336,Ж,26,Графический дизайн,Роспись на джинсах,6,1
336,Ж,26,Графический дизайн,ProgMine. Программирование на Python,6,10
336,Ж,26,Графический дизайн,Python и Minecraft,6,10
337,М,22,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",8,1
337,М,22,Разработка игр,Разработка игр на Unity 3D | Программирование на C# для детей,8,10
337,М,22,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,8,4
337,М,22,Разработка игр,Введение в Unity,8,10
337,М,22,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,8,1
337,М,22,Разработка игр,Создание игр на Unreal Engine,8,10
337,М,22,Разработка игр,Реклама авторского канала в Телеграме,8,8
337,М,22,Разработка игр,ЕГЭ 2025. Математика. Базовый уровень. Задание 1,8,10
338,М,25,Графический дизайн,Photo Retouching basic course in Adobe Photoshop VIKSA BEAUTY,6,10
338,М,25,Графический дизайн,Цифровой дизайн,6,10
338,М,25,Графический дизайн,Учебник по UI-дизайну,6,10
338,М,25,Графический дизайн,Прикладные исследования цвета,6,9
338,М,25,Графический дизайн,Росатом (математика) - ПОЛНЫЙ КУРС (2 уровень),6,10
338,М,25,Графический дизайн,Курс начинающего математика,6,4
339,М,20,Математика,"""Поколение Python"": курс для профессионалов",12,10
339,М,20,Математика,Практикум по математике и Python,12,10
339,М,20,Математика,"""Поколение Python"": курс для начинающих",12,10
339,М,20,Математика,ЕГЭ по математике: задача с параметром,12,2
339,М,20,Математика,Программирование для математиков. Курс для начинающих.,12,10
339,М,20,Математика,ЕГЭ по математике 2025: координатно-векторный метод,12,9
339,М,20,Математика,ЕГЭ по математике 2025: первая часть,12,10
339,М,20,Математика,Машинное Обучение в Python: Большой Курс для Начинающих,12,10
339,М,20,Математика,Геометрия с нуля. ОГЭ математика,12,10
339,М,20,Математика,Как создать Яндекс Дзен канал и заработать на нем,12,5
339,М,20,Математика,Старт карьеры в IT. Front-end разработчик сайтов с нуля.,12,9
339,М,20,Математика,Контент-менеджер,12,1
340,Ж,26,Языки программирования,"""Поколение Python"": курс для начинающих",17,9
340,Ж,26,Языки программирования,WEB Парсинг на Python,17,10
340,Ж,26,Языки программирования,Основы языка Java,17,1
340,Ж,26,Языки программирования,"Вёрстка сайта с нуля • JSX, SCSS, JS, Vite, Minista, БЭМ",17,10
340,Ж,26,Языки программирования,Основы программирования на С/C++ Часть 2,17,10
340,Ж,26,Языки программирования,Верстка и веб-разработка сайтов. Продвинутый уровень Web Develop,17,8
340,Ж,26,Языки программирования,Data Science с Глебом Михайловым,17,8
340,Ж,26,Языки программирования,Тестирование REST API в Postman - легкий старт в автоматизацию,17,10
340,Ж,26,Языки программирования,Функциональное программирование на Python,17,10
340,Ж,26,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",17,8
340,Ж,26,Языки программирования,Курс по верстке и веб разработке сайтов с нуля! Web development,17,8
340,Ж,26,Языки программирования,"""Поколение Python"": курс для профессионалов",17,3
340,Ж,26,Языки программирования,"Пакет курсов ""Data Scientist"": Python + SQL + Машинное обучение",17,10
340,Ж,26,Языки программирования,ОГЭ по Математике,17,10
340,Ж,26,Языки программирования,Adobe Illustrator: первые шаги,17,10
340,Ж,26,Языки программирования,Графический дизайн,17,5
340,Ж,26,Языки программирования,ОГЭ математика 2025. Уравнения всех типов,17,10
341,Ж,27,Математика,"""Поколение Python"": курс для начинающих",5,1
341,Ж,27,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),5,1
341,Ж,27,Математика,ОГЭ МАТЕМАТИКА 2025,5,10
341,Ж,27,Математика,ЕГЭ по математике 2025: уравнения,5,3
341,Ж,27,Математика,Цифровая история искусства: новая реальность культуры,5,9
342,М,35,Разработка игр,Введение в Unity,17,4
342,М,35,Разработка игр,Программирование на Python в игре Minecraft,17,9
342,М,35,Разработка игр,Основы Unity 2D,17,1
342,М,35,Разработка игр,Создание игр на Unreal Engine,17,10
342,М,35,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",17,10
342,М,35,Разработка игр,"Летающая робототехника | Клевер, Gazebo, Python",17,8
342,М,35,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,17,3
342,М,35,Разработка игр,Создание игр в Roblox studio,17,6
342,М,35,Разработка игр,Инди курс по Pygame - учимся создавать свои игры,17,10
342,М,35,Разработка игр,Разработка игрового приложения на Unreal Engine,17,10
342,М,35,Разработка игр,C# для Unity. Часть 1. Консоль,17,8
342,М,35,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,17,6
342,М,35,Разработка игр,Полный курс по созданию мобильных игр на Godot 4,17,10
342,М,35,Разработка игр,Курс сам себе визажист,17,10
342,М,35,Разработка игр,Типографика в веб-дизайне и интерфейсах,17,10
342,М,35,Разработка игр,Математика для аналитиков. Специализация (Перельман),17,9
342,М,35,Разработка игр,ОСНОВЫ БРЕНДИНГА,17,10
343,Ж,41,Математика,"""Поколение Python"": курс для начинающих",12,2
343,Ж,41,Математика,ЕГЭ по математике 2025: первая часть,12,10
343,Ж,41,Математика,"""Поколение Python"": курс для профессионалов",12,7
343,Ж,41,Математика,ЕГЭ по математике 2025: текстовая задача,12,8
343,Ж,41,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),12,10
343,Ж,41,Математика,Практикум по математике и Python,12,10
343,Ж,41,Математика,ЕГЭ по математике 2025: экономическая задача,12,10
343,Ж,41,Математика,ЕГЭ по математике 2025: неравенства,12,10
343,Ж,41,Математика,ЕГЭ по математике 2025: уравнения,12,4
343,Ж,41,Математика,"Теория цифрового дизайна. Веб дизайн, фотография, композиция!",12,10
343,Ж,41,Математика,Продвинутый уровень на Python,12,10
343,Ж,41,Математика,Рисунок в технике зентангл,12,9
344,Ж,18,Математика,ЕГЭ по математике 2025: годовой курс,14,10
344,Ж,18,Математика,ЕГЭ по математике 2025: первая часть,14,1
344,Ж,18,Математика,ЕГЭ по математике 2025: текстовая задача,14,10
344,Ж,18,Математика,"""Поколение Python"": курс для начинающих",14,10
344,Ж,18,Математика,ЕГЭ по математике 2025: экономическая задача,14,10
344,Ж,18,Математика,ЕГЭ по математике 2025: неравенства,14,1
344,Ж,18,Математика,Практикум по математике и Python,14,10
344,Ж,18,Математика,ЕГЭ по математике 2025: координатно-векторный метод,14,10
344,Ж,18,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),14,1
344,Ж,18,Математика,"""Поколение Python"": курс для профессионалов",14,10
344,Ж,18,Математика,ЕГЭ по математике: задача с параметром,14,8
344,Ж,18,Математика,Качественный контент на YouTube,14,7
344,Ж,18,Математика,Простой дашборд DataLens для Tg Ads за 15 минут,14,10
344,Ж,18,Математика,SQL для начинающих. 2 часть,14,10
345,М,37,Маркетинг и продажи,Инфографика для маркетплейсов с нуля,8,3
345,М,37,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,8,10
345,М,37,Маркетинг и продажи,1С: Управление торговлей,8,9
345,М,37,Маркетинг и продажи,Академия продаж. Менеджер по продажам,8,10
345,М,37,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",8,10
345,М,37,Маркетинг и продажи,Стратегия управления продажами,8,9
345,М,37,Маркетинг и продажи,Язык программирования С# | Программирование для детей Unity,8,10
345,М,37,Маркетинг и продажи,Асинхронность в Python. Asyncio,8,5
346,Ж,23,Маркетинг и продажи,Пользователь Битрикс24,19,3
346,Ж,23,Маркетинг и продажи,Дизайнер карточек для маркетплейсов,19,9
346,Ж,23,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,19,8
346,Ж,23,Маркетинг и продажи,Инфографика для маркетплейсов с нуля,19,10
346,Ж,23,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,19,10
346,Ж,23,Маркетинг и продажи,Основы SMM в Телеграм: пошаговое руководство без воды,19,8
346,Ж,23,Маркетинг и продажи,Стратегия управления продажами,19,10
346,Ж,23,Маркетинг и продажи,Пользователь AmoCRM,19,5
346,Ж,23,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",19,1
346,Ж,23,Маркетинг и продажи,ТОП-3 профессии в Instagram*: копирайтер|сторисмейкер|таргетолог,19,9
346,Ж,23,Маркетинг и продажи,Интернет-маркетинг: теоретические основы и комплексная оценка,19,9
346,Ж,23,Маркетинг и продажи,"Продвижение в социальных сетях с помощью Reels ""от А до Я""",19,10
346,Ж,23,Маркетинг и продажи,12 правил успешного продажника,19,10
346,Ж,23,Маркетинг и продажи,1С: Управление торговлей,19,10
346,Ж,23,Маркетинг и продажи,Внедрение CRM Битрикс24 без программиста,19,10
346,Ж,23,Маркетинг и продажи,Математика для преподавателей школ,19,10
346,Ж,23,Маркетинг и продажи,Многопроцессность в Python. Multiprocessing,19,10
346,Ж,23,Маркетинг и продажи,Профессия: Разработчик на Java (Junior),19,10
346,Ж,23,Маркетинг и продажи,Создание игры 3 в ряд (match 3) в Unity 3D на языке C#,19,3
